term	section	course	instructor	whenWhere
Fall 2002	9105	CIS-050E	Huynh	MW 9:00-1:15pm SRV-201 9/16-9/25
Spring 2004	9107	CIS-099C	Huynh	online
Fall 2005	9115	CIS-099M	Huynh	online 9/06-12/16
Fall 2007	9115	CIS-099M	Huynh	online 9/04-12/14
Fall 2006	9115	CIS-099M	Huynh	online 9/05-12/15
Spring 2007	9116	CIS-099B	Huynh	online 1/29-5/25
Spring 2006	9116	CIS-099B	Huynh	online 1/29-5/25
Spring 2005	9116	CIS-099B	Huynh	online 1/30-5/26
Spring 2002	9116	CIS-055L	Huynh	FSSUS 7:00-9:50pm SRV-204 3/08-3/10
Spring 2004	9116	CIS-099B	Huynh	online
Spring 2008	9116	CIS-099B	Huynh	online 1/28-5/23
Spring 2004	9119	CIS-099B	Huynh	online
Spring 2002	9119	CIS-099B	Huynh	online
Spring 2002	9120	CIS-099C	Huynh	online
Fall 2011	9122	CIS-116	Huynh	online 8/27-12/17
Fall 2013	9122	CIS-116	Huynh	online 8/26-12/18
Fall 2009	9122	CIS-116	Huynh	online 8/24-12/18
Fall 2014	9122	CIS-116	Huynh	online 8/25-12/17
Fall 2010	9122	CIS-116	Huynh	online 8/23-12/19
Fall 2012	9122	CIS-116	Huynh	online 8/27-12/17
Spring 2014	9123	CIS-100	Huynh	online 1/21-5/21
Spring 2011	9123	CIS-100	Huynh	online 1/31-5/27
Fall 2013	9123	CIS-117	Huynh	online 8/26-12/18
Spring 2010	9123	CIS-100	Huynh	online 2/01-5/28
Spring 2013	9123	CIS-100	Huynh	online 1/22-5/24
Spring 2012	9123	CIS-100	Huynh	online 1/22-5/24
Fall 2010	9123	CIS-117	Huynh	online 8/23-12/19
Fall 2010	9124	CIS-118	Huynh	online 8/23-12/19
Fall 2008	9124	CIS-118	Huynh	online 9/02-12/21
Fall 2013	9124	CIS-118	Huynh	online 8/26-12/18
Fall 2014	9124	CIS-118	Huynh	online 8/25-12/17
Fall 2007	9125	CIS-099SA	Huynh	online 9/04-12/14
Fall 2009	9127	CIS-100	Huynh	online 8/24-12/18
Fall 2012	9127	CIS-100	Huynh	online 8/27-12/17
Fall 2014	9127	CIS-100	Huynh	online 8/25-12/17
Fall 2010	9127	CIS-100	Huynh	online 8/23-12/19
Fall 2013	9127	CIS-100	Huynh	online 8/26-12/18
Fall 2015	9127	CIS-100	Huynh	online 8/17-10/14
Fall 2011	9127	CIS-100	Huynh	online 8/27-12/17
Fall 2008	9128	CIS-106	Huynh	online 9/02-12/21
Fall 2008	9129	CIS-107	Huynh	online 9/02-12/21
Spring 2011	9129	CIS-107	Huynh	online 1/31-5/27
Fall 2011	9129	CIS-107	Huynh	online 8/27-12/17
Fall 2013	9129	CIS-107	Huynh	online 8/26-12/18
Fall 2010	9129	CIS-107	Huynh	online 8/23-12/19
Fall 2014	9129	CIS-107	Huynh	online 8/25-12/17
Fall 2012	9129	CIS-107	Huynh	online 8/27-12/17
Fall 2009	9129	CIS-107	Huynh	online 8/24-12/18
Fall 2009	9130	CIS-130	Huynh	online 8/24-12/18
Fall 2011	9130	CIS-130	Huynh	online 8/27-12/17
Fall 2014	9130	CIS-130	Huynh	online 8/25-12/17
Fall 2015	9130	CIS-130	Huynh	online 10/19-12/16
Fall 2013	9130	CIS-130	Huynh	online 8/26-12/18
Fall 2012	9130	CIS-130	Huynh	online 8/27-12/17
Fall 2010	9130	CIS-130	Huynh	online 8/23-12/19
Fall 2008	9130	CIS-130	Huynh	online 9/02-12/21
Fall 2008	9131	CIS-101	Huynh	online 9/02-12/21
Spring 2012	9131	CIS-116	Huynh	online 1/22-5/24
Spring 2011	9131	CIS-116	Huynh	online 1/31-5/27
Spring 2010	9131	CIS-116	Huynh	online 2/01-5/28
Spring 2013	9131	CIS-116	Huynh	online 1/22-5/24
Fall 2009	9131	CIS-101	Huynh	online 8/24-12/18
Fall 2015	9132	CIS-116	Huynh	online 10/19-12/16
Fall 2008	9132	CIS-131	Huynh	online 9/02-12/21
Spring 2011	9132	CIS-117	Huynh	online 1/31-5/27
Spring 2013	9132	CIS-117	Huynh	online 1/22-5/24
Spring 2012	9132	CIS-117	Huynh	online 1/22-5/24
Spring 2010	9133	CIS-118	Huynh	online 2/01-5/28
Spring 2010	9134	CIS-130	Huynh	online 2/01-5/28
Spring 2013	9134	CIS-130	Huynh	online 1/22-5/24
Spring 2012	9134	CIS-130	Huynh	online 1/22-5/24
Spring 2011	9134	CIS-130	Huynh	online 1/31-5/27
Fall 2014	9135	CIS-160	Huynh	online 8/25-12/17
Fall 2015	9135	CIS-160	Huynh	online 8/24-12/16
Fall 2011	9135	CIS-160	Huynh	online 8/27-12/17
Fall 2013	9135	CIS-160	Huynh	online 8/26-12/18
Fall 2012	9135	CIS-160	Huynh	online 8/27-12/17
Spring 2014	9137	CIS-119	Huynh	online 1/21-5/21
Fall 2013	9137	CIS-132	Huynh	online
Spring 2013	9137	CIS-119	Huynh	online 1/22-5/24
Spring 2010	9137	CIS-119	Huynh	online 2/01-5/28
Spring 2011	9137	CIS-119	Huynh	online 1/31-5/27
Spring 2012	9137	CIS-119	Huynh	online 1/22-5/24
Fall 2004	9139	CIS-055I	Huynh	FSSUSSU 7:00-9:50pm SRV-204 10/08-10/10
Fall 2003	9139	CIS-055I	Huynh	FSSUSSU 7:00-9:50pm SRV-204 11/14-11/16
Fall 2001	9140	CIS-052A	Huynh	MW 8:00-12:15pm SRV-212 8/20-8/29
Spring 2015	9143	CIS-150B	Huynh	online 1/20-5/20
Fall 2001	9144	CIS-052A	Huynh	MW 8:00-12:15pm SRV-204 10/29-11/7
Spring 2013	9147	CIS-186	Huynh	online 1/22-5/24
Spring 2012	9147	CIS-186	Huynh	online 1/22-5/24
Spring 2012	9150	CIS-160	Huynh	online 1/22-5/24
Spring 2013	9150	CIS-160	Huynh	online 1/22-5/24
Spring 2014	9150	CIS-160	Huynh	online 1/21-5/21
Fall 2002	9152	CIS-052B	Huynh	FSSUS 7:00-9:50pm SRV-212 9/27-9/29
Fall 2001	9153	CIS-052B	Huynh	TTH 8:00-12:15pm SRV-212 10/30-11/8
Fall 2001	9156	CIS-052C	Huynh	TTH 8:00-12:15pm SRV-212 11/27-12/6
Fall 2009	9158	CIS-050C	Huynh	SSU 9:00-12:00pm SRC-E160 9/12-9/13
Fall 2007	9158	CIS-050C	Huynh	TTH 9:00-1:15pm SRC-E160 10/09-10/18
Fall 2005	9158	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-204 9/13-9/22
Fall 2004	9168	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-201 9/14-9/23
Fall 2013	9168	CIS-180	Huynh	online 8/26-12/18
Fall 2003	9168	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-201 9/02-9/11
Fall 2003	9178	CNT-105	Huynh	T 7:00-9:50pm SRV-203
Fall 2001	9178	CNT-105	Huynh	M 7:00-9:50pm SRV-213
Fall 2002	9178	CNT-105	Huynh	M 7:00-9:50pm SRV-215
Fall 2006	9179	CIS-054B	Huynh	MT 8:30-12:00pm WCC 10/16-10/17
Fall 2001	9179	CNT-105	Huynh	M 4:00-6:50pm SRV-213
Fall 2003	9182	CIS-052A	Huynh	TTH 9:00-1:15pm SRV-212 10/14-10/23
Fall 2014	9213	CIS-150B	Huynh	online 8/25-12/17
Fall 2015	9213	CIS-120	Huynh	online 8/24-12/16
Spring 2007	9216	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRC-161 4/13-4/15
Spring 2005	9216	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 4/28-4/30
Spring 2008	9216	CIS-055L	Huynh	SSU 9:00-12:00pm SRC-E161 5/03-5/04
Spring 2006	9216	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRC-161 4/13-4/15
Fall 2002	9221	CIS-055D	Huynh	MW 9:00-1:15pm SRV-212 10/14-10/23
Summer 2007	9221	CIS-050C	Huynh	TTH 9:00-1:15pm SRC-160 6/05-6/14
Summer 2006	9221	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-204 6/06-6/15
Fall 2015	9221	COMSC-101	Huynh	MW 9:30-10:50am SRC-E227
Summer 2005	9221	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-204 6/07-6/16
Fall 2014	9222	CIS-116	Huynh	online 8/25-12/17
Fall 2001	9232	CIS-055F	Huynh	MW 8:00-12:15pm SRV-204 11/26-12/5
Summer 2013	9237	CIS-116	Huynh	online 6/17-7/25
Fall 2001	9238	CIS-055H	Huynh	TTH 8:00-12:15pm SRV-204 10/16-10/25
Summer 2010	9238	CIS-116	Huynh	online 6/14-7/22
Summer 2013	9239	CIS-117	Huynh	online 6/17-7/25
Fall 2006	9240	CIS-052B	Huynh	MT 8:30-12:00pm WCC 10/30-10/31
Summer 2015	9242	CIS-119	Huynh	online 5/26-6/11
Summer 2005	9243	CIS-052A	Huynh	FSSUSSU 7:00-9:50pm SRV-204 6/24-6/26
Spring 2002	9245	COMSC-150A	Huynh	F 9:00-11:50am SRV-212 1/18-3/15
Summer 2008	9245	CIS-099B	Huynh	online 5/27-7/31
Summer 2015	9246	CIS-130	Huynh	online 5/26-6/11
Summer 2014	9246	CIS-130	Huynh	online 5/27-6/13
Fall 2002	9274	CIS-052E	Huynh	MW 9:00-1:15pm SRV-212 11/25-12/04
Fall 2005	9275	CIS-050D	Huynh	TTH 9:00-1:15pm SRV-204 11/08-11/17
Summer 2006	9284	CIS-054A	Huynh	FSSUSSU 7:00-9:50pm SRV-204 6/09-6/11
Summer 2007	9284	CIS-054A	Huynh	SSU 9:00-12:00pm SRC-160 6/09-6/10
Fall 2007	9292	CIS-099Q	Huynh	online 9/04-12/14
Fall 2006	9292	CIS-099Q	Huynh	online 9/05-12/15
Fall 2002	9292	CIS-055B	Huynh	TTH 9:00-1:15pm SRV-201 10/15-10/24
Fall 2005	9292	CIS-099Q	Huynh	online 9/06-12/16
Summer 2004	9298	CIS-055G	Huynh	FSSUSSU 7:00-9:50pm SRV-204 6/04-6/06
Spring 2004	9299	CIS-055S	Huynh	TTH 9:00-1:15pm SRV-204 4/20-4/29
Summer 2003	9300	CIS-055H	Huynh	FSSUSSU 7:00-9:50pm SRV-204 6/20-6/22
Summer 2004	9304	CIS-055L	Huynh	online 7/01-7/30
Fall 2002	9307	CIS-055L	Huynh	FSSUS 7:00-9:50pm SRV-204 10/25-10/27
Fall 2002	9308	CIS-055L	Huynh	FSSUS 7:00-9:50pm SRV-204 12/06-12/08
Fall 2006	9310	CIS-054A	Huynh	MT 8:30-12:00pm WCC 9/18-9/19
Fall 2002	9312	CIS-099B	Huynh	online
Fall 2002	9314	CIS-099C	Huynh	online
Fall 2004	9319	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 12/03-12/05
Fall 2003	9319	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 10/24-10/26
Fall 2005	9319	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 12/02-12/04
Fall 2007	9319	CIS-055L	Huynh	SSU 9:00-12:00pm SRC-E161 12/01-12/02
Fall 2006	9319	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 12/08-12/10
Spring 2008	9321	CIS-099M	Huynh	online 1/28-5/23
Spring 2005	9321	CIS-099M	Huynh	online 1/30-5/26
Fall 2003	9321	CIS-099B	Huynh	online
Spring 2006	9321	CIS-099M	Huynh	online 1/29-5/25
Fall 2004	9321	CIS-099B	Huynh	online 8/19-12/19
Spring 2007	9321	CIS-099M	Huynh	online 1/29-5/25
Fall 2003	9322	CIS-099C	Huynh	online
Spring 2002	9445	COMSC-150A	Huynh	FMW 9:00-11:50am SRV-204 1/18-3/15
Summer 2001	9501	CIS-042A	Huynh	FSSUSSU 7:00-9:50pm SRV-212 6/29-7/1
Summer 2001	9524	CIS-042N	Huynh	TTH 8:00-12:15pm SRV-212 7/3-7/12
Fall 2003	9545	CIS-053E	Huynh	TTH 9:00-1:15pm SRV-204 10/28-11/06
Spring 2006	9554	CIS-050C	Huynh	WTH 9:00-1:15pm WCC 2/14-2/22
Spring 2007	9554	CIS-050C	Huynh	WTH 9:00-1:15pm WCC 2/14-2/22
Spring 2005	9554	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-212 2/07-2/16
Spring 2004	9554	CIS-050C	Huynh	TTH 9:00-1:15pm SRV-201 2/10-2/19
Spring 2005	9559	CIS-050D	Huynh	TTH 9:00-1:15pm SRV-212 4/04-4/13
Spring 2005	9560	CIS-050E	Huynh	TTH 9:00-1:15pm SRV-212 3/07-3/16
Spring 2004	9560	CIS-050E	Huynh	TTH 9:00-1:15pm SRV-201 2/24-3/04
Spring 2002	9561	CIS-050E	Huynh	TTH 12:30-4:45pm SRV-204 4/02-4/11
Fall 2002	9564	COMSC-150A	Huynh	MW 5:00-6:15pm SRV-204 8/19-10/14
Spring 2002	9567	CIS-051A	Huynh	MW 8:00-12:15pm SRV-204 3/18-3/27
Fall 2008	9573	CIS-055G	Huynh	SSU 9:00-12:00pm SRC-E161 10/18-10/19
Spring 2002	9577	CIS-052A	Huynh	TTH 8:00-12:15pm SRV-212 1/22-1/31
Spring 2002	9581	CIS-052A	Huynh	TTH 12:30-4:45pm SRV-204 3/19-3/28
Spring 2006	9592	CIS-052B	Huynh	FSSUSSU 7:00-9:50pm SRC-164 3/23-3/25
Spring 2004	9592	CIS-052B	Huynh	FSSUSSU 7:00-9:50pm SRV-212 3/26-3/28
Spring 2002	9593	CIS-052B	Huynh	TTH 8:00-12:15pm SRV-204 4/30-5/09
Spring 2002	9596	CIS-052C	Huynh	TTH 8:00-12:15pm SRV-204 5/14-5/23
Fall 2003	9610	CIS-055G	Huynh	FSSUSSU 7:00-9:50pm SRV-204 9/19-9/21
Spring 2002	9618	CIS-054A	Huynh	TTH 8:00-12:15pm SRV-212 3/05-3/14
Fall 2006	9626	CIS-055D	Huynh	MT 8:30-12:00pm WCC 9/25-9/26
Spring 2006	9637	CIS-055A	Huynh	WTH 9:00-12:00pm WCC 3/21-3/22
Spring 2010	9673	CIS-055E	Huynh	SSU 9:00-12:00pm SRV-E161 3/06-3/07
Spring 2002	9674	CIS-055F	Huynh	FSSUS 7:00-9:50pm SRV-204 3/22-3/24
Spring 2006	9681	CIS-055S	Huynh	FSSUSSU 7:00-9:50pm SRC-161 5/18-5/20
Spring 2004	9681	CIS-055S	Huynh	FSSUSSU 7:00-9:50pm SRV-204 5/21-5/23
Spring 2010	9681	CIS-055S	Huynh	SSU 9:00-12:00pm SRV-E161 3/13-3/14
Spring 2007	9681	CIS-055S	Huynh	FSSUSSU 7:00-9:50pm SRC-161 5/18-5/20
Spring 2005	9681	CIS-055S	Huynh	FSSUSSU 7:00-9:50pm SRV-204 5/12-5/14
Spring 2007	9682	CIS-055H	Huynh	FSSUSSU 7:00-9:50pm SRC-161 3/23-3/25
Spring 2008	9682	CIS-055H	Huynh	SSU 9:00-12:00pm SRC-E161 4/19-4/20
Spring 2002	9682	CIS-055H	Huynh	FSSUS 7:00-9:50pm SRV-203 4/19-4/21
Spring 2004	9683	CIS-055I	Huynh	FSSUSSU 7:00-9:50pm SRV-204 3/05-3/07
Spring 2002	9688	CNT-105	Huynh	M 7:00-9:50pm SRV-202
Spring 2005	9699	CIS-099Q	Huynh	online 1/30-5/26
Spring 2008	9699	CIS-099Q	Huynh	online 1/28-5/23
Spring 2006	9699	CIS-099Q	Huynh	online 1/29-5/25
Spring 2007	9699	CIS-099Q	Huynh	online 1/29-5/25
Summer 2001	9779	CIS-042A	Huynh	MW 8:00-12:15pm SRV-204 6/18-6/27
Spring 2002	9815	CIS-053E	Huynh	MW 8:00-12:15pm SRV-204 2/04-2/13
Spring 2002	9818	CIS-053E	Huynh	FSSUS 7:00-9:50pm SRV-201 4/26-4/28
Spring 2002	9824	CIS-055L	Huynh	FSSUS 7:00-9:50pm SRV-204 5/17-5/19
Spring 2004	9824	CIS-055L	Huynh	FSSUSSU 7:00-9:50pm SRV-204 4/30-5/02
Fall 2001	9835	COMSC-150A	Huynh	F 9:00-11:50am SRV-212 8/24-10/19
Fall 2006	9850	CIS-050C	Huynh	WTH 9:00-1:15pm WCC 9/20-9/28
Fall 2001	9863	CIS-099B	Huynh	online
Spring 2008	2127	CHEM-108	Iannone	MWM 8:30-9:45am PS-267
Fall 2007	8506	CHEM-108	Iannone	TTH 4:00-5:30pm PS-275 8/16-12/16
Fall 2007	8638	BUSMG-151U	Iannucci	S 8:00-12:00pm BFL-102 12/01-12/01
Fall 2008	8638	BUSMG-151U	Iannucci	S 8:00-12:00pm BFL-102 12/06-12/06
Fall 2003	0522	ENGL-116	Ibrani	TTH 8:00-9:15am H-105
Fall 2005	0724	ENGL-126	Ibrani	TTH 8:00-9:15am BE-210
Fall 2001	0747	ENGL-126	Ibrani	TTH 12:30-1:45pm LA-115
Fall 2002	0759	ENGL-126	Ibrani	S 9:00-12:00pm LA-113
Fall 2003	0759	ENGL-126	Ibrani	S 9:00-12:00pm LA-113
Fall 2005	1203	ENGL-118	Ibrani	TTH 2:00-5:00pm H-111 8/18-10/13
Spring 2005	2055	ENGL-126	Ibrani	TTH 2:00-5:00pm BE-210 3/21-5/25
Spring 2004	2741	ENGL-118	Ibrani	TTH 12:30-1:45pm H-119
Fall 2002	8138	ENGL-122	Ibrani	TH 7:00-9:50pm BFL-111
Spring 2002	8622	ENGL-118	Ibrani	MW 7:00-9:50pm LA-208A 1/14-3/13
Spring 2004	8757	ENGL-122	Ibrani	S 9:00-11:50am LC-109
Spring 2005	8771	ENGL-126	Ibrani	S 8:30-11:50am LA-113 1/28-5/20
Fall 2001	9024	ENGL-118	Ibrani	T 7:00-9:50pm SRV-102
Spring 2002	9774	ENGL-118	Ibrani	T 7:00-9:50pm SRV-213
Fall 2013	1312	PSYCH-122	Idelson	MW 2:00-4:50pm LA-120 10/21-12/18
Fall 2013	1551	PSYCH-122	Idelson	TTH 8:00-9:20am LA-119
Fall 2014	1551	PSYCH-122	Idelson	TTH 8:00-9:20am LA-121
Fall 2015	1551	PSYCH-122	Idelson	TTH 8:00-9:20am LA-121
Fall 2010	1556	PSYCH-122	Idelson	F 9:00-11:50am LA-120
Fall 2009	1556	PSYCH-122	Idelson	F 9:00-11:50am LA-120
Fall 2006	1556	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-121
Fall 2008	1556	PSYCH-122	Idelson	F 9:00-11:50am LA-120
Fall 2015	1575	PSYCH-122	Idelson	TTH 12:30-1:50pm LA-208A
Fall 2007	1575	PSYCH-122	Idelson	MW 12:00-2:50pm SSC-206 10/15-12/12
Fall 2009	1575	PSYCH-122	Idelson	TTH 2:00-4:50pm LA-114 10/20-12/17
Fall 2014	1575	PSYCH-122	Idelson	TTH 12:30-1:50pm LA-220
Fall 2011	1575	PSYCH-122	Idelson	TTH 2:00-4:50pm LA-121 10/16-12/13
Fall 2012	1575	PSYCH-122	Idelson	TTH 2:00-4:50pm LA-121 10/16-12/13
Fall 2002	1577	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-119
Fall 2004	1577	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-119 8/19-12/19
Fall 2003	1577	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-119
Fall 2010	1582	PSYCH-122	Idelson	TTH 2:00-4:50pm LA-120 8/17-10/14
Fall 2008	1587	PSYCH-122	Idelson	MW 2:00-4:50pm LA-107 8/18-10/15
Fall 2001	1587	PSYCH-122	Idelson	TTH 12:30-1:45pm BE-209
Fall 2001	1597	PSYCH-122	Idelson	TTH 11:00-12:15pm LA-116
Summer 2009	1597	PSYCH-122	Idelson	MTWTH 8:15-10:20am LA-121 6/22-7/30
Summer 2005	1597	PSYCH-122	Idelson	MTWTH 8:15-10:20am LAT-5A 6/20-7/28
Fall 2007	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-217 8/16-12/16
Fall 2013	1643	PSYCH-190	Idelson	TTH 9:30-10:50am LA-120
Fall 2005	1643	PSYCH-190	Idelson	TTH 8:00-9:15am BE-206
Fall 2006	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-217
Fall 2001	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-214
Fall 2002	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-118
Fall 2009	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-119
Fall 2010	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-120
Fall 2004	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-119 8/19-12/19
Fall 2012	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-120 8/17-12/17
Fall 2011	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-120 8/17-12/17
Fall 2015	1643	PSYCH-190	Idelson	TTH 9:30-10:50am LA-119
Fall 2008	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-119
Fall 2014	1643	PSYCH-190	Idelson	TTH 9:30-10:50am LA-121
Fall 2003	1643	PSYCH-190	Idelson	TTH 8:00-9:15am LA-118
Spring 2014	1652	PSYCH-122	Idelson	TTH 2:00-3:20pm LA-121
Spring 2013	1671	PSYCH-122	Idelson	MW 8:00-9:15am LA-121
Spring 2012	1671	PSYCH-122	Idelson	MW 8:00-9:15am LA-121
Spring 2014	1673	PSYCH-122	Idelson	TTH 9:30-10:50am LA-120
Spring 2015	1674	PSYCH-122	Idelson	TTH 12:30-1:50pm LA-107
Spring 2013	1674	PSYCH-122	Idelson	MW 12:30-1:45pm LA-118
Spring 2012	1674	PSYCH-122	Idelson	MW 12:30-1:45pm LA-118
Spring 2010	1676	PSYCH-122	Idelson	TTH 11:00-12:15pm MA-240
Spring 2004	1677	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-119
Spring 2011	1680	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-119 1/22-5/27
Spring 2002	1683	PSYCH-122	Idelson	TTH 12:30-1:45pm LA-120
Spring 2015	1686	PSYCH-122	Idelson	TTH 9:30-10:50am LA-120
Spring 2011	1686	PSYCH-122	Idelson	F 9:30-12:20pm LA-121 1/22-5/27
Spring 2010	1686	PSYCH-122	Idelson	F 9:30-12:20pm LA-121
Spring 2009	1686	PSYCH-122	Idelson	F 9:30-12:20pm LA-121
Spring 2007	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-214
Spring 2005	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-118
Spring 2011	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-218 1/22-5/27
Spring 2010	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-107
Spring 2012	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-208A
Spring 2009	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-107
Spring 2013	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-208A
Spring 2006	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-214
Spring 2004	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-118
Spring 2015	1805	PSYCH-190	Idelson	TTH 8:00-9:20am LA-120
Spring 2014	1805	PSYCH-190	Idelson	TTH 8:00-9:20am LA-120
Spring 2002	1805	PSYCH-190	Idelson	TTH 8:00-9:30am LA-118
Spring 2008	1805	PSYCH-190	Idelson	TTH 8:00-9:15am LA-120
Spring 2009	2758	PSYCH-122	Idelson	TTH 11:00-12:15pm LA-107
Spring 2008	2758	PSYCH-122	Idelson	TTH 11:00-12:15pm SSC-207
Spring 2005	2984	PSYCH-122	Idelson	TTH 2:00-3:15pm LA-121
Summer 2010	3971	PSYCH-122	Idelson	MTWTH 8:15-10:20am LA-120 6/14-7/22
Summer 2010	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-120 6/14-7/22
Summer 2001	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-120 6/18-7/26
Summer 2014	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-122 6/16-7/24
Summer 2008	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-217 6/16-7/24
Summer 2009	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-121 6/22-7/30
Summer 2003	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-120 6/23-7/31
Summer 2013	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-122 6/17-7/25
Summer 2011	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-120 6/13-7/21
Summer 2004	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm BE-205 6/28-8/05
Summer 2015	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-122 6/15-7/23
Summer 2002	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-120 6/17-7/25
Summer 2012	3972	PSYCH-122	Idelson	MTWTH 10:30-12:35pm LA-122 6/18-7/26
Summer 2002	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm LA-120 6/17-7/25
Summer 2007	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm LA-120 6/18-7/26
Summer 2008	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm LA-217 6/16-7/24
Summer 2001	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm LA-120 6/18-7/26
Summer 2004	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm BE-208 6/28-8/05
Summer 2006	3977	PSYCH-122	Idelson	MTWTH 12:45-2:50pm LA-120 6/19-7/27
Fall 2005	4399	PSYCH-122	Idelson	TTH 9:30-10:45am BE-206
Fall 2005	8192	PSYCH-122	Idelson	TH 7:00-9:50pm LA-120
Fall 2004	8192	PSYCH-122	Idelson	TH 7:00-9:50pm LA-120 8/19-12/19
Fall 2003	8195	PSYCH-122	Idelson	M 7:00-9:50pm LA-120
Fall 2006	8195	PSYCH-122	Idelson	M 7:00-9:50pm LA-120
Fall 2002	8213	PSYCH-122	Idelson	TH 7:00-9:50pm LA-118
Fall 2012	8411	PSYCH-122	Idelson	M 7:00-9:50pm LA-121 8/17-12/17
Fall 2011	8411	PSYCH-122	Idelson	M 7:00-9:50pm LA-121 8/17-12/17
Spring 2007	8590	PSYCH-122	Idelson	W 7:00-9:50pm LA-122
Spring 2006	8590	PSYCH-122	Idelson	W 7:00-9:50pm LA-122
Spring 2004	8593	PSYCH-122	Idelson	T 7:00-9:50pm LA-122
Spring 2008	8595	PSYCH-122	Idelson	T 7:00-9:50pm LA-122
Spring 2007	8687	PSYCH-122	Idelson	M 4:00-6:50pm LA-120
Spring 2006	8687	PSYCH-122	Idelson	M 4:00-6:50pm LA-120
Spring 2005	8783	PSYCH-122	Idelson	M 7:00-9:50pm LA-120
Fall 2007	8958	PSYCH-122	Idelson	T 7:00-9:50pm LA-120 8/16-12/16
Fall 2006	3182	ENGIN-255	Imam	TTH 7:30-9:15am ET-122A
Spring 2004	4913	ENGIN-255	Imam	MWFMW 8:00-8:50am ET-122A
Spring 2014	1279	BIOSC-101	Inchauspe	TTH 8:00-9:20am LHS-223
Spring 2015	1279	BIOSC-101	Inchauspe	TTH 8:00-9:20am SC-501
Spring 2013	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am SC-501
Spring 2010	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am LHS-212
Spring 2009	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am LHS-212
Spring 2008	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am LHS-212
Spring 2011	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am LHS-212 1/22-5/27
Spring 2012	1279	BIOSC-101	Inchauspe	TTH 8:00-9:15am LHS-212
Fall 2009	2675	BIOSC-101	Inchauspe	TTH 9:30-10:45am LHS-212
